ID(序號),Area(行政區),路名,位置,Address(地址),Longitude(經度),Latitude(緯度),Remark(備註),,,,,,,
40,信義區,仁愛路,4段與光復南路口-2(編號:1010),臺北市信義區仁愛路4段與光復南路口-2(編號:1010),121.5578921,25.0377966,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5578921, 25.0377966]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區仁愛路4段與光復南路口-2(編號:1010)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5578921, 25.0377966, 121.5578921, 25.0377966]
		},",,
41,信義區,忠孝東路,4段與逸仙路口(編號:1006),臺北市信義區忠孝東路4段與逸仙路口(編號:1006),121.561509,25.041137,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.561509, 25.041137]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區忠孝東路4段與逸仙路口(編號:1006)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.561509, 25.041137, 121.561509, 25.041137]
		},",,
42,信義區,基隆路,2段21號(編號:3002),臺北市信義區基隆路2段21號(編號:3002),121.5591208,25.0319925,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5591208, 25.0319925]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區基隆路2段21號(編號:3002)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5591208, 25.0319925, 121.5591208, 25.0319925]
		},",,
43,信義區,逸仙路,與松高路口(編號:1043),臺北市信義區逸仙路與松高路口(編號:1043),121.561459,25.03908,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.561459, 25.03908]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區逸仙路與松高路口(編號:1043)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.561459, 25.03908, 121.561459, 25.03908]
		},",,
44,信義區,基隆路,2段131-22號(箱編:0000),臺北市信義區基隆路2段131-22號(箱編:0000),121.5562783,25.0273456,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5562783, 25.0273456]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區基隆路2段131-22號(箱編:0000)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5562783, 25.0273456, 121.5562783, 25.0273456]
		},",,
45,信義區,松隆路,松山車站公車站牌前(編號:2004),臺北市信義區松隆路松山車站公車站牌前(編號:2004),121.578875,25.048221,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.578875, 25.048221]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區松隆路松山車站公車站牌前(編號:2004)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.578875, 25.048221, 121.578875, 25.048221]
		},",,
46,信義區,忠孝東路,5段723號對面公車站牌旁-春光公園(編號:5004),臺北市信義區忠孝東路5段723號對面公車站牌旁-春光公園(編號:5004),121.58077,25.04264,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.58077, 25.04264]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區忠孝東路5段723號對面公車站牌旁-春光公園(編號:5004)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.58077, 25.04264, 121.58077, 25.04264]
		},",,
47,信義區,市民大道,6段與松山車站西門對面(編號:2003),臺北市信義區市民大道6段與松山車站西門對面(編號:2003),121.5784438,25.04899609,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5784438, 25.04899609]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區市民大道6段與松山車站西門對面(編號:2003)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5784438, 25.04899609, 121.5784438, 25.04899609]
		},",,
48,信義區,信義路,5段11號信義廣場(信義廣場狗活動區),臺北市信義區信義路5段11號信義廣場(信義廣場狗活動區),121.56598,25.033635,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.56598, 25.033635]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區信義路5段11號信義廣場(信義廣場狗活動區)@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.56598, 25.033635, 121.56598, 25.033635]
		},",,
49,信義區,松德路,180巷松德公園,臺北市信義區松德路180巷松德公園,121.572989,25.035396,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.572989, 25.035396]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區松德路180巷松德公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.572989, 25.035396, 121.572989, 25.035396]
		},",,
50,信義區,松勇路,47號旁信義安康公園,臺北市信義區松勇路47號旁信義安康公園,121.569906,25.035445,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.569906, 25.035445]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區松勇路47號旁信義安康公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.569906, 25.035445, 121.569906, 25.035445]
		},",,
51,信義區,信義路,6段76巷2弄松友公園,臺北市信義區信義路6段76巷2弄松友公園,121.576429,25.034237,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.576429, 25.034237]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區信義路6段76巷2弄松友公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.576429, 25.034237, 121.576429, 25.034237]
		},",,
52,信義區,信義路,6段76巷8弄虎林公園,臺北市信義區信義路6段76巷8弄虎林公園,121.574763,25.031224,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.574763, 25.031224]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區信義路6段76巷8弄虎林公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.574763, 25.031224, 121.574763, 25.031224]
		},",,
53,信義區,吳興街,583巷與600巷67弄間泰和公園,臺北市信義區吳興街583巷與600巷67弄間泰和公園,121.571024,25.019113,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.571024, 25.019113]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區吳興街583巷與600巷67弄間泰和公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.571024, 25.019113, 121.571024, 25.019113]
		},",,
54,信義區,莊敬路,197巷眷村文化公園,臺北市信義區莊敬路197巷眷村文化公園,121.561985,25.030869,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.561985, 25.030869]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區莊敬路197巷眷村文化公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.561985, 25.030869, 121.561985, 25.030869]
		},",,
55,信義區,松山路,永春陂濕地公園01,臺北市信義區松山路永春陂濕地公園01,121.580791,25.033055,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.580791, 25.033055]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區松山路永春陂濕地公園01@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.580791, 25.033055, 121.580791, 25.033055]
		},",,
56,信義區,松山路,永春陂濕地公園02,臺北市信義區松山路永春陂濕地公園02,121.581156,25.033993,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.581156, 25.033993]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區松山路永春陂濕地公園02@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.581156, 25.033993, 121.581156, 25.033993]
		},",,
57,信義區,永吉路,30巷102弄厚生廣場,臺北市信義區永吉路30巷102弄厚生廣場,121.567811,25.043543,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.567811, 25.043543]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區永吉路30巷102弄厚生廣場@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.567811, 25.043543, 121.567811, 25.043543]
		},",,
58,信義區,吳興街,220巷59弄旁景勤1號公園01,臺北市信義區吳興街220巷59弄旁景勤1號公園01,121.561531,25.026801,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.561531, 25.026801]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區吳興街220巷59弄旁景勤1號公園01@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.561531, 25.026801, 121.561531, 25.026801]
		},",,
59,信義區,吳興街,220巷59弄旁景勤1號公園02,臺北市信義區吳興街220巷59弄旁景勤1號公園02,121.5616,25.026744,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5616, 25.026744]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區吳興街220巷59弄旁景勤1號公園02@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5616, 25.026744, 121.5616, 25.026744]
		},",,
60,信義區,吳興街,220巷59弄旁景勤1號公園03,臺北市信義區吳興街220巷59弄旁景勤1號公園03,121.561032,25.028009,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.561032, 25.028009]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區吳興街220巷59弄旁景勤1號公園03@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.561032, 25.028009, 121.561032, 25.028009]
		},",,
61,信義區,虎林街,164巷與松德路邊中全公園,臺北市信義區虎林街164巷與松德路邊中全公園,121.5754438,25.038592,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5754438, 25.038592]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區虎林街164巷與松德路邊中全公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5754438, 25.038592, 121.5754438, 25.038592]
		},",,
62,信義區,永吉路,120巷80弄富生三公園,臺北市信義區永吉路120巷80弄富生三公園,121.569332,25.04282,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.569332, 25.04282]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區永吉路120巷80弄富生三公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.569332, 25.04282, 121.569332, 25.04282]
		},",,
63,信義區,基隆路,1段109巷與松隆路邊革新公園,臺北市信義區基隆路1段109巷與松隆路邊革新公園,121.567316,25.043706,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.567316, 25.043706]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區基隆路1段109巷與松隆路邊革新公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.567316, 25.043706, 121.567316, 25.043706]
		},",,
64,信義區,松隆路,272號與永吉路225巷邊五常公園,臺北市信義區松隆路272號與永吉路225巷邊五常公園,121.574297,25.047432,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.574297, 25.047432]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區松隆路272號與永吉路225巷邊五常公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.574297, 25.047432, 121.574297, 25.047432]
		},",,
65,信義區,莊敬路,289巷口景平公園,臺北市信義區莊敬路289巷口景平公園,121.563989,25.029786,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.563989, 25.029786]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區莊敬路289巷口景平公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.563989, 25.029786, 121.563989, 25.029786]
		},",,
66,信義區,吳興街,156巷40弄與吳興街118巷間三興公園,臺北市信義區吳興街156巷40弄與吳興街118巷間三興公園,121.559772,25.028588,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.559772, 25.028588]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區吳興街156巷40弄與吳興街118巷間三興公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.559772, 25.028588, 121.559772, 25.028588]
		},",,
67,信義區,信安街,67巷景勤2號公園,臺北市信義區信安街67巷景勤2號公園,121.5579557,25.02607938,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5579557, 25.02607938]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區信安街67巷景勤2號公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5579557, 25.02607938, 121.5579557, 25.02607938]
		},",,
68,信義區,吳興街,600巷旁糶米公園,臺北市信義區吳興街600巷旁糶米公園,121.5718749,25.01850836,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5718749, 25.01850836]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市信義區吳興街600巷旁糶米公園@@,@@area@@: @@信義區@@
			},
			@@bbox@@: [121.5718749, 25.01850836, 121.5718749, 25.01850836]
		},",,
69,大安區,和平東路,1段162號(箱編:4004 ),臺北市大安區和平東路1段162號(箱編:4004 ),121.527504,25.02657,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.527504, 25.02657]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區和平東路1段162號(箱編:4004 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.527504, 25.02657, 121.527504, 25.02657]
		},",,
70,大安區,和平東路,2段20號前(箱編:7015 ),臺北市大安區和平東路2段20號前(箱編:7015 ),121.536181,25.025722,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.536181, 25.025722]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區和平東路2段20號前(箱編:7015 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.536181, 25.025722, 121.536181, 25.025722]
		},",,
71,大安區,敦化南路,2段120號鳳雛公園(箱編:5012 ),臺北市大安區敦化南路2段120號鳳雛公園(箱編:5012 ),121.548455,25.0265281,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.548455, 25.0265281]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區敦化南路2段120號鳳雛公園(箱編:5012 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.548455, 25.0265281, 121.548455, 25.0265281]
		},",,
