id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo/WorkingDay/0/Period,FareInfo/WorkingDay/0/Fare,FareInfo/WorkingDay/1/Period,FareInfo/WorkingDay/1/Fare,FareInfo/WorkingDay/2/Period,FareInfo/WorkingDay/2/Fare,FareInfo/Holiday/0/Period,FareInfo/Holiday/0/Fare,FareInfo/Holiday/1/Period,FareInfo/Holiday/1/Fare,FareInfo/Holiday/2/Period,FareInfo/Holiday/2/Fare,EntranceCoord/EntrancecoordInfo/0/Xcod,EntranceCoord/EntrancecoordInfo/0/Ycod,EntranceCoord/EntrancecoordInfo/0/Address,EntranceCoord/EntrancecoordInfo/1/Xcod,EntranceCoord/EntrancecoordInfo/1/Ycod,EntranceCoord/EntrancecoordInfo/1/Address,EntranceCoord/EntrancecoordInfo/2/Xcod,EntranceCoord/EntrancecoordInfo/2/Ycod,EntranceCoord/EntrancecoordInfo/2/Address,totallargemotor,ChargingStation,FareInfo/Holiday/3/Period,FareInfo/Holiday/3/Fare,EntranceCoord/EntrancecoordInfo/3/Xcod,EntranceCoord/EntrancecoordInfo/3/Ycod,EntranceCoord/EntrancecoordInfo/3/Address
46,文山區,動物園站地下停車場,1,2,為地下立體停車場，計有200格機車格，150格小型車格,新光路2段28號,8661-7431,計時：小型車平日20元/時(06-22)，10元/時(22-06)，假日60元/時(06-22)，10元/時(22-06)，全程半小時計費。計次：機車20元/次，隔日另計(凌晨2時為基準跨日另計費)。月租：小型車限時日間800元/月(週一至週五平日06-21)，機車全日月票300元/月。,00:00:00~23:59:59,308423.211,2765610.24,154,204,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,25.049881,121.549391,敦化北路,,,,,,,,1,,,,,
47,中正區,汀州三停車場,1,2,一般平面式小型車26格(含身心障礙停車位1格)。,中正區福和段二小段267-3、291-4地號；汀州路3段56號旁空地,2778-5756,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,303558.52,2767639.99,26,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,25.02596,121.55005,,,,,,,,,,,,,,
48,信義區,信義廣場地下停車場,1,1,立體式小型車372格(含身心障礙停車位8格)。立體式機車233格(含身心障礙停車位3格)。,信義路5段11號地下,8780-0133,小型車全日月票4800元，日間月票3500元(7-20)，夜間月票500元(21-8) 小型車周一至周五(8-22)計時40元，(22-8)計時10元 周六至周日與政府行政機關放假之紀念日及民俗節日，(8-22)計時50元，(22-8)計時10元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。10月21-22、28-29，11月4-5、11-12、18-19每日10時至20時小型車每小時60元,00:00:00~23:59:59,307098.292,2769568.19,372,195,24,0,8,8,0,0,0,0,0,0,00~08,10,08~22,30,22~24,10,00~08,10,08~22,40,22~24,10,25.033984,121.566585,松廉路,25.03302,121.566545,信義路五段,,,,2,2,,,,,
49,北投區,大業立體停車場,1,1,塔台式小型車122格(含身心障礙停車位2格)。,大業路745號,2891-7080,"計時：30元/時，全程以半小時計費。月租：全日3,000元/月。",00:00:00~23:59:59,300705.484,2781121.68,124,0,0,0,,2,0,0,0,0,0,0,00~24,20,,,,,00~24,20,,,,,25.13760198,121.5030789,大業路,,,,,,,,,,,,,
50,信義區,台北101停車場,1,2,立體式小型車1324格(含身心障礙停車位26格，孕婦、育有6歲以下兒童停車位26格)，立體式機車1509格(含身心障礙停車位60格)。,台北市信義區市府路45號B2~B4,8101-8293,"小型車平日70元/時，假日100元/時，機車20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，小型車10,000元/月。",00:00:00~23:59:59,306888.017,2769632.52,1350,1509,0,0,26,26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,內湖區,大湖公園地下停車場,1,2,為地下停車場，計有221個小型車格，66個機車格,成功路5段7號地下,89193669,小型車計時20元，各式月票採單一優惠費率最高售價每月2400元 機車計時10元(當日當次最高收費上限20元)，月票300元,00:00:00~23:59:59,310699.031,2775146.05,216,0,0,0,2,0,0,0,0,0,0,0,00~24,20,,,,,00~24,20,,,,,25.083596,121.60213,大湖街166巷,,,,,,,,,,,,,
52,松山區,民生社區活動中心地下停車場,1,2,為地下停車場，計有151個小型車格,民生東路5段163號之1號地下2、3F層,2240-8767,"計時：30元/時，全程以半小時計費。月租：全日5,760元/月。",00:00:00~23:59:59,306771.829,2772514.97,155,0,0,0,3,4,0,0,0,0,0,0,00~24,30,,,,,00~24,30,,,,,25.05980251,121.5626311,民生東路五段137巷4弄,,,,,,,0,3,,,,,
53,松山區,民生立體停車場,1,1,立體式小型車457格(含身心障礙停車位10格)。,民生東路5段84號,2760-8303,計時30元，全日月票5760元(全日里民優惠月票4600元)；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,306446.194,2772356.55,457,0,10,0,11,10,0,0,0,0,0,0,00~24,30,,,,,00~24,30,,,,,25.05847133,121.5594459,民生東路五段,,,,,,,2,4,,,,,
54,松山區,北寧路地下停車場,1,2,為地下停車場，計有78個小型車,八德路3段25號地下1層及地下2層,2799-5657,(9-21)計時40元，(21-9)計時30元，夜間月票2000元(平常日:18-9，周六、日及政府行政機關放假之紀念日全日均可使用),00:00:00~23:59:59,305739.506,2771287.79,78,0,0,0,2,2,0,0,0,0,0,0,00~09,30,09~21,40,21~24,30,00~09,30,09~21,40,21~24,30,25.049244,121.552243,北寧路,,,,,,,,,,,,,
55,大同區,市民大道(塔城段),1,1,立體式小型車252格(含身心障礙停車位11格)。,西寧北路-塔城街(地下),02-2559-1772,(8-20)計時20元 (20-8)計時10元 日間月票2400元(7-19，以80張為出售上限，每人限購1張)，夜間月票500元(18-9及周六、日與行政機關放假之紀念日、民俗節日使用),00:00:00~23:59:59,301372.085,2771452.87,252,0,0,0,0,0,0,0,0,0,0,0,00~08,10,08~22,20,22~24,10,00~08,10,08~22,20,22~24,10,25.050497,121.509819,,,,,,,,,8,,,,,
56,大安區,大安森林公園地下停車場,1,1,立體式小型車1360格(含身心障礙停車位27格)。立體式機車344格(含身心障礙停車位8格)。,建國南路2段2號地下,2709-2940,小型車全日月票4200元，日間月票2800元(7-19)，夜間月票2000元(18-8) 周一至周五(8-23)計時20元，(23-8)計時10元 周六、周日及政府行政機關放假之紀念日與民俗節日(8-23)計時40元，(23-8)計時10元 機車計時10元(當日當次最高收費上限20元，隔日另計)，月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,304225.666,2769534.8,1352,344,20,0,29,27,0,0,0,0,0,0,00~08,10,08~23,20,23~24,10,00~08,10,08~23,30,23~24,10,25.031977,121.537456,建國南路二段,25.033418,121.535742,信義路三段,,,,2,5,,,,,
57,中山區,市民大道(公中段) ,1,1,立體式小型車184格(含身心障礙停車位4格)。,公園路-中山北路(地下),02-2531-1624,"計時：40元/時(08-18)，10元/時(18-翌日8時)，全程以半小時計費。月租：全日月票4,800元，日間月票3,200元(07-19)，夜間月票1,200元(20-翌日8時)。",00:00:00~23:59:59,302388.459,2771232.09,184,0,0,0,0,0,0,0,0,0,0,0,00~08,10,08~18,30,18~24,10,00~08,10,08~18,30,18~24,10,25.04815,121.5191,公中段,,,,,,,,8,,,,,
58,中山區,市民大道(中林段),1,1,立體式小型車496格(含身心障礙停車位10格)。,中山北路-林森北路(地下),2655-0818,"計時：30元/時[周一至周五09-18]，20元/時[周一至周五18-09]，周六至周日及政府行政機關放假之紀念日及彈性調整放假日、民俗節日20元/時；全程半小時計費。月租：全日3,600元/月。",00:00:00~23:59:59,302745.088,2771185.18,506,0,0,0,9,10,0,0,0,0,0,0,00~08,10,08~18,20,18~24,10,00~08,10,08~18,20,18~24,10,25.047853,121.522508,中林段,,,,,,,1,7,,,,,
59,中山區,市民大道(林金段),1,1,立體式小型車973格(含身心障礙停車位20格)。,林森北路-金山北路(地下),2655-0818,"計時：30元/時[周一至周五09-18]，20元/時[周一至周五18-09]，周六至周日及政府行政機關放假之紀念日及彈性調整放假日、民俗節日20元/時；全程半小時計費。月租：全日3,600元/月。9-18)計時30元；(18-9)計時20元，周六、日與行政機關放假之紀念日、民俗日計時20元",00:00:00~23:59:59,303200.818,2771094.24,993,0,0,0,19,20,0,0,0,0,0,0,00~08,10,08~18,20,18~24,10,00~08,10,08~18,20,18~24,10,25.0466,121.527888,林金段,,,,,,,2,2,,,,,
60,中山區,台北時代寓所地下平面停車場,1,2,大型車:0格，小型車:137格，機車:0格,林森南路7號地下1-3層,2321-7805,"一、計時：小型車60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、計次：機車30元/次。三、月租：小型車10,000元/月，機車：600元/月。",00:00:00~23:59:59,302805.503,2770775.7,137,0,0,0,0,0,0,0,0,0,0,0,00~08,10,08~21,30,21~24,10,00~08,10,08~21,30,21~24,10,25.044689,121.540605,建復段,,,,,,,,,,,,,
61,北投區,陽明山立體停車場,1,2,為立體停車場，有246個機車格，209個小型車格,湖山路(陽明山公園大門口旁),2655-0818,自2月11日起至3月19日止，小型車每日7時至19時計時收費每小時60元，每日19時至隔日7 時計時收費每小時30元。機車採計次收費每次20元（凡跨越每日零時停車者，累計收費一次。自3月20日起全恢復原費率。小型車:每日7時至19時60元/時，19時至隔日7時30元/時。機車:20元/次,00:00:00~23:59:59,304333.626,2783074.63,209,0,0,0,4,5,0,0,0,0,0,0,,,,,,,,,,,,,25.15463195,121.5390314,湖山路一段,,,,,,,,,,,,,
62,松山區,忠孝玉成停車場,1,2,大型車:0格，小型車:49格，機車:0格,玉成段五小段234-1、234-3、258、258-1、258-2地號；忠孝東路6段62號旁空地,2655-1516,"計時：150元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",00:00:00~23:59:59,308905.108,2771000.15,49,0,0,0,0,0,0,0,0,0,0,0,00~08,10,08~22,30,22~24,10,23~08,10,08~18,30,18~23,40,25.044996,121.547474,復敦段,,,,,,,,,23~24,10,,,
63,內湖區,長揚停車場仁愛站,1,2,一般平面式小型車8格(含身心障礙停車位1格)。,復興南路1段253巷臨26號空地(大安區復興段3小段279地號)。,2761-9188,"計時:80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次:400元/次(08-24)。月租:全日7,000元/月，日間5,500元/月(08-19)，夜間4,000元/月(19-08)。",07:30:00~22:30:00,304967.285,2769954.44,8,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,松山區,Times松勤松仁,1,2,一般平面式小型車113格(含身心障礙停車位3格)。,信義區信義段五小段14、14-1地號；松仁路148號旁空地,0800-88-8924,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,307311.165,2769387.06,113,0,0,0,0,3,0,0,0,0,0,0,00~08,10,08~22,30,22~24,10,23~08,10,08~18,30,18~23,40,25.04475,121.550816,敦延段,,,,,,,,,23~24,10,,,
65,大同區,雙連二停車場,1,2,一般平面式小型車1格(含身心障礙停車位1格)。,雙連段一小段219-8、219-65地號；錦西街72巷3號旁空地,27785756,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,302408.561,2772527.93,1,0,0,0,0,1,0,0,0,0,0,0,00~08,10,08~22,30,22~24,10,23~08,10,08~18,30,18~23,40,25.044465,121.552155,延吉段,,,,,,,,,23~24,10,,,
66,大同區,揚雅立體停車場,1,1,塔台式小型車204格(含身心障礙停車位5格)。,大龍街136號,2586-0070,月票3840元，計時20元，22-6禁止車輛進出,00:00:00~23:59:59,302039.435,2773349.3,200,0,0,0,0,1,0,0,0,0,0,0,00~24,20,,,,,00~24,20,,,,,25.06758081,121.515854,大龍街,,,,,,,0,0,,,,,
67,萬華區,雙園國中地下停車場,1,1,立體式小型車321格(含身心障礙停車位7格)。,西園路2段320巷55弄3號地下。,,全日月票5200元 (8-22)計時30元，(22-8)計時10元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,299616.907,2768938.87,314,0,0,0,0,0,0,0,0,0,0,0,00~08,10,08~22,30,22~24,10,00~08,10,08~22,30,22~24,10,25.02799,121.49152,,,,,,,,,2,,,,,
68,士林區,文昌國小地下停車場,1,1,立體式小型車222格(含身心障礙停車位5格)。立體式機車293格(含身心障礙停車位6格)。,文林路615巷20號地下,2788-8750,小型車全日月票4800元，計時20元 機車計時10元(當日當次最高收費上限20元，隔日另計)，月票300元,00:00:00~23:59:59,302530.863,2776916.9,222,293,10,0,4,5,0,0,0,0,0,0,00~08,10,08~18,20,18~24,10,00~08,10,08~18,20,18~24,10,25.09939802,121.5211864,文林路615巷,,,,,,,0,4,,,,,
69,萬華區,青年公園棒球場地下停車場,1,1,立體式小型車276格(含身心障礙停車位6格)。立體式機車118格(含身心障礙停車位3格)。,青年路69號地下,,小型車全日月票4800元，夜間月票2400元(18-8)，計時30元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,300790.825,2768479.84,270,115,0,0,0,0,0,0,0,0,0,0,00~24,30,,,,,00~24,30,,,,,25.02376497,121.5028903,青年路,,,,,,,,2,,,,,
70,中山區,榮星花園地下停車場,1,1,立體式小型車242格(含身心障礙停車位5格)。立體式機車67格(含身心障礙停車位2格)。,建國北路3段39號地下,2502-3333,"計時：小型車40元/時；機車10元/時，當日當次最高上限20元(凡跨越每日凌晨零時重新計算)；全程半小時計算，月租：小型車全日月票5,400元/月；機車全日月票300元/月。",00:00:00~23:59:59,304440.292,2772962.63,247,69,0,0,3,5,0,0,0,0,0,0,00~08,20,08~20,40,20~24,20,00~08,20,08~20,40,20~24,20,25.06425715,121.5396114,五常街,,,,,,,1,5,,,,,
71,大同區,朝陽公園地下停車場,1,1,立體式小型車242格(含身心障礙停車位5格)。,重慶北路2段68號地下,2959-9991,全日月票5760元(全日里民優惠月票4600元)，夜間月票2400元(19-8) (8-22)計時40元，(22-8)計時10元,00:00:00~23:59:59,301776.365,2772073.08,244,0,0,0,4,5,0,0,0,0,0,0,00~08,10,08~21,30,21~24,10,00~08,10,08~21,30,21~24,10,25.0561294,121.5137038,重慶北路二段,,,,,,,,,,,,,
72,士林區,福林公園地下停車場,1,1,立體式小型車242格(含身心障礙停車位5格)。立體式機車62格(含身心障礙停車位2格)。,中正路17號地下,2883-0481,小型車計時30元，全日月票4800元，所在里里民全日月票及一般里民全日月票均為3360元，夜間月票2600元(限周一至周五20-8，及周六、日與行政機關放假之紀念日、民俗日使用) 機車計次20元；月票300元；大型重機全日月票2400元(3格)本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,303483.373,2776495.18,241,62,0,0,6,5,0,0,0,0,0,0,00~24,30,,,,,00~24,30,,,,,25.096161,121.530192,中正路,,,,,,,3,2,,,,,
73,中山區,林森公園地下停車場,1,1,立體式小型車850格(含身心障礙停車位17格)。,南京東路1段35號地下,2563-2902,周一至周五(8-24)計時30元；(0-8)計時10元；周六至周日及政府行政機關放假之紀念日及民俗日(0-8)計時10元，(8-12)計時30元，(12-24)計時40元 全日月票4200元，日間月票3200元(7-19)，夜間月票1200元(19-8),00:00:00~23:59:59,303069.664,2771690.08,850,0,0,0,19,17,0,0,0,0,0,0,00~08,10,08~24,30,,,00~08,10,08~24,30,,,25.05229,121.52657,,,,,,,,,,,,,,
74,松山區,偶戲博物館地下停車場,1,1,為立體、地下停車場，計有69個小型車停車位。45個機車停車位,市民大道5段99號(地下一層),2655-0818,"計時：小型車週一至週五30元/時，週六至週日、政府行政機關放假之紀念日、民俗節日及政府機關彈性調整放假日40元/時，機車週一至週日10元/時，當日當次收費上限20元(隔日另計)，全程以半小時計費。月租：全日5,400元/月，機車全日300元/月。",00:00:00~23:59:59,306713.377,2771132.55,71,0,0,0,2,2,0,0,0,0,0,0,00~24,30,,,,,00~24,40,,,,,25.047017,121.561908,市民大道五段,,,,,,,,,,,,,
75,松山區,中崙高中地下停車場,1,1,立體式小型車347格(含身心障礙停車位7格)。,八德路4段101號地下,2655-0818,"計時：星期一至星期五30元/時，星期六至星期日、政府行政機關放假之紀念日、民俗節日及政府機關彈性調整放假日40元/時，全程以半小時計費。月租：全日5,200元/月，日間4,400元/月(07-19)，夜間2,400元/月(19-翌日08)。",00:00:00~23:59:59,306621.407,2771434.5,354,0,0,0,7,7,0,0,0,0,0,0,00~08,10,08~22,30,22~24,10,00~08,10,08~22,30,22~24,10,25.05011196,121.5613101,光復北路11巷,,,,,,,,,,,,,
76,北投區,陽明山第二停車場,1,2,為平面停車場，計有83個大型車停車位，127個小型車停車位，149個機車停車位。,陽金公路(陽明山國家公園遊客服務中心對面),2655-0818,大型車：自2月11日起至6月18日止，收費時段為每日7時至19時止（19時至隔日7時暫停開放，禁止任何車輛進場停放），採計次收費每次200元（30分鐘內免費停車）。自6月19日起恢復原費率。小型車：自2月11日起至3月19日止僅開放樹下小型車停放區，於7時至19時採計時收費每小時60元。自3月20日起恢復原費率。機車：第1層拖吊保管場提供1半區域開放供機車（約70格）停放，機車採計次收費每次20元。小型車:60元/時;機車:20元/次:大型車:200元/次(30分鐘內免費停車),07:00:00~19:00:00,305001.16,2783043.08,112,0,0,0,1,7,0,0,0,0,0,0,,,,,,,,,,,,,25.15539537,121.5459313,竹子湖路,,,,,,,,,,,,,
77,北投區,陽明山花鐘停車場,1,2,為平面停車場，計有30個大型車停車格，54格小型車。,湖山路2段(陽明山公園花鐘前),2655-0818,自2月11日至3月23日止封閉暫停開放；大型車：自3月24日至6月18日每日7時至19時，採計次收費每次新臺幣（下同）200元（30分鐘內免費停車）；小型車：自3月24日起開放停車，並依現場原公告費率收費。周一至周五小型車計時20元；大型車計次200元(30分鐘內免費),00:00:00~23:59:00,304364.838,2783442.61,32,0,0,12,1,2,0,0,0,0,0,0,,,,,,,,,,,,,25.1580657,121.5392913,中興路,,,,,,,,,,,,,
78,內湖區,洲子立體停車場,1,1,立體式小型車392格(含身心障礙停車位8格)。,瑞光路513巷22弄2號,8751-1380,周一至周五(8-20)計時40元；(20-8)計時10元【夜間時段當日當次最高收費上限50元】，周六、日與行政機關放假之紀念日、民俗日計時20元【假日單次停車最高收費100元，隔日另計】。小型車全日月票、所在里全日月票、里民全日月票均以每月3000元優惠促銷，日間月票2000元(8-21)，夜間月票(一)1200元(限周一至周五19-8，及周六、日與行政機關放假之紀念日、民俗日使用)，夜間月票(二)1000元(限周一至周五15-翌日上午1時，及周六、日與行政機關放假之紀念日、民俗日)；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,307271,2774927,390,0,31,0,7,8,0,0,0,0,0,0,00~24,20,,,,,00~24,20,,,,,25.079708,121.569374,洲子街,,,,,,,0,2,,,,,
