testID,ID(停車場的編號),Area(行政區),Name(停車場名稱),Address(停車場地址),Latitude(緯度),Longitude(經度),Summary(停車場概況),Tel(停車場電話),Payex(停車場收費資訊),"Totalcar(停車場""汽車""總車位數)","Totalmotor(停車場""機車""總格位數)","Totalbike(停車場""腳踏車""總車架數)","Totalbus(停車場""大客車""總車位數)",Pregnancy_First(孕婦優先車格位數),Handicap_First(身障車格位數),Totallargemotor(重機停車位數),ChargingStation(充電站數)
69,69,萬華區,青年公園棒球場地下停車場,臺北市萬華區青年路69號地下,25.0237714,121.5029445,立體式小型車276格(含身心障礙停車位6格)。立體式機車118格(含身心障礙停車位3格)。,無資訊,小型車全日月票4800元，夜間月票2400元(18-8)，計時30元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,270,115,0,0,0,0,0,2
70,70,中山區,榮星花園地下停車場,臺北市中山區建國北路3段39號地下,25.0640384,121.5377847,立體式小型車242格(含身心障礙停車位5格)。立體式機車67格(含身心障礙停車位2格)。,2502-3333,"計時：小型車40元/時；機車10元/時，當日當次最高上限20元(凡跨越每日凌晨零時重新計算)；全程半小時計算，月租：小型車全日月票5,400元/月；機車全日月票300元/月。",247,69,0,0,3,5,1,5
71,71,大同區,朝陽公園地下停車場,臺北市大同區重慶北路2段68號地下,25.0561711,121.513709,立體式小型車242格(含身心障礙停車位5格)。,2959-9991,全日月票5760元(全日里民優惠月票4600元)，夜間月票2400元(19-8) (8-22)計時40元，(22-8)計時10元,244,0,0,0,4,5,0,0
72,72,士林區,福林公園地下停車場,臺北市士林區中正路17號地下,25.0959881,121.530776,立體式小型車242格(含身心障礙停車位5格)。立體式機車62格(含身心障礙停車位2格)。,2883-0481,小型車計時30元，全日月票4800元，所在里里民全日月票及一般里民全日月票均為3360元，夜間月票2600元(限周一至周五20-8，及周六、日與行政機關放假之紀念日、民俗日使用) 機車計次20元；月票300元；大型重機全日月票2400元(3格)本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,241,62,0,0,6,5,3,2
73,73,中山區,林森公園地下停車場,臺北市中山區南京東路1段35號地下,25.0621866,121.5864399,立體式小型車850格(含身心障礙停車位17格)。,2563-2902,周一至周五(8-24)計時30元；(0-8)計時10元；周六至周日及政府行政機關放假之紀念日及民俗日(0-8)計時10元，(8-12)計時30元，(12-24)計時40元 全日月票4200元，日間月票3200元(7-19)，夜間月票1200元(19-8),850,0,0,0,19,17,0,0
74,74,松山區,偶戲博物館地下停車場,臺北市松山區市民大道5段99號(地下一層),25.0477411,121.5613359,為立體、地下停車場，計有69個小型車停車位。45個機車停車位,2655-0818,"計時：小型車週一至週五30元/時，週六至週日、政府行政機關放假之紀念日、民俗節日及政府機關彈性調整放假日40元/時，機車週一至週日10元/時，當日當次收費上限20元(隔日另計)，全程以半小時計費。月租：全日5,400元/月，機車全日300元/月。",71,0,0,0,2,2,0,0
75,75,松山區,中崙高中地下停車場,臺北市松山區八德路4段101號地下,25.0494093,121.5611724,立體式小型車347格(含身心障礙停車位7格)。,2655-0818,"計時：星期一至星期五30元/時，星期六至星期日、政府行政機關放假之紀念日、民俗節日及政府機關彈性調整放假日40元/時，全程以半小時計費。月租：全日5,200元/月，日間4,400元/月(07-19)，夜間2,400元/月(19-翌日08)。",354,0,0,0,7,7,0,0
76,76,北投區,陽明山第二停車場,臺北市北投區陽金公路(陽明山國家公園遊客服務中心對面),25.1942462,121.5609363,為平面停車場，計有83個大型車停車位，127個小型車停車位，149個機車停車位。,2655-0818,大型車：自2月11日起至6月18日止，收費時段為每日7時至19時止（19時至隔日7時暫停開放，禁止任何車輛進場停放），採計次收費每次200元（30分鐘內免費停車）。自6月19日起恢復原費率。小型車：自2月11日起至3月19日止僅開放樹下小型車停放區，於7時至19時採計時收費每小時60元。自3月20日起恢復原費率。機車：第1層拖吊保管場提供1半區域開放供機車（約70格）停放，機車採計次收費每次20元。小型車:60元/時;機車:20元/次:大型車:200元/次(30分鐘內免費停車),112,0,0,0,1,7,0,0
77,77,北投區,陽明山花鐘停車場,臺北市北投區湖山路2段(陽明山公園花鐘前),25.1589011,121.5376137,為平面停車場，計有30個大型車停車格，54格小型車。,2655-0818,自2月11日至3月23日止封閉暫停開放；大型車：自3月24日至6月18日每日7時至19時，採計次收費每次新臺幣（下同）200元（30分鐘內免費停車）；小型車：自3月24日起開放停車，並依現場原公告費率收費。周一至周五小型車計時20元；大型車計次200元(30分鐘內免費),32,0,0,12,1,2,0,0
78,78,內湖區,洲子立體停車場,臺北市內湖區瑞光路513巷22弄2號,25.0793833,121.5692499,立體式小型車392格(含身心障礙停車位8格)。,8751-1380,周一至周五(8-20)計時40元；(20-8)計時10元【夜間時段當日當次最高收費上限50元】，周六、日與行政機關放假之紀念日、民俗日計時20元【假日單次停車最高收費100元，隔日另計】。小型車全日月票、所在里全日月票、里民全日月票均以每月3000元優惠促銷，日間月票2000元(8-21)，夜間月票(一)1200元(限周一至周五19-8，及周六、日與行政機關放假之紀念日、民俗日使用)，夜間月票(二)1000元(限周一至周五15-翌日上午1時，及周六、日與行政機關放假之紀念日、民俗日)；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,390,0,31,0,7,8,0,2
79,79,大安區,僑安地下停車場,臺北市大安區忠孝東路4段306號地下,25.0420032,121.5334554,立體式小型車422格(含身心障礙停車位10格)。,2799-5657,(8-22)計時40元，(22-8)計時30元，全日月票7200元，日間月票4200元(8-20)，夜間月票3600元(20-8),422,0,18,0,8,10,9,2
80,80,大安區,龍門國中地下停車場,臺北市大安區建國南路2段269號地下,25.0234567,121.5383384,立體式小型車730格(含身心障礙停車位16格)。立體式機車145格(含身心障礙停車位8格)。,2732-6469,小型車計時30元 全日月票4320元，日間月票2700元(7-19)，夜間月票1800元(19-8) 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,730,145,0,0,0,0,0,4
81,81,內湖區,康樂立體停車場,臺北市內湖區康樂街138號,25.0719854,121.6191956,機械式小型車153格(含身心障礙停車位3格)。,2633-5786,全日月票4000元，計時30元,153,0,0,0,0,3,0,0
82,82,中山區,永盛公園地下停車場,臺北市中山區中山北路2段93巷30號地下,25.0525721,121.5223384,立體式小型車224格(含身心障礙停車位5格)。立體式機車62格(含身心障礙停車位1格)。,2581-5531,小型車全日月票4800元 (8-24)計時40元，(0-8)計時30元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,224,62,0,0,4,5,1,2
83,83,士林區,車堡寶實業股份有限公司中山北一場,臺北市士林區三玉段三小段140-1.140-9.142-2地號,25.111606,121.5324212,大型車:0格，小型車:13格，機車:0格,2290-0577,一、計時：100元/時，全程以半小時計費。,13,0,0,0,0,1,0,0
84,84,內湖區,麗湖國小地下停車場,臺北市內湖區金湖路363巷8號地下,25.0736277,121.6025105,計有229小型車格,2630-5398,全日月票2500元，夜間月票500元(限平常日、星期六、日之18-8及政府機關放假之紀念日民俗節日均可使用)，計時20元(8-18)，夜間折扣計時10元(18-8),229,0,0,0,4,6,0,0
85,85,文山區,臺北花木批發市場地下停車場,臺北市文山區興隆路1段15號地下,24.9932252,121.5603106,立體式小型車409格(含身心障礙停車位9格)。,8663-1858,"小型車計時20元，全日月票4,800元，日間月票2,400元(7-19)，夜間月票1,500元(19-8)；機車計時10元(當日當次最高收費上限30元，隔日另計)，月票300元",420,0,0,0,8,9,0,0
86,86,北投區,振興公園地下停車場,臺北市北投區天母西路112號地下,25.1187915,121.5232622,立體式小型車213格(含身心障礙停車位5格)。立體式機車102格(含身心障礙停車位2格)。,2821-1136,小型車全日月票4200元，夜間月票2000元(19-8)，(8-23)計時40元，(23-8)計時20元 機車計時10元(當日當次最高收費上限30元，隔日另計)，月票300元,213,0,0,0,4,5,0,0
87,87,松山區,民有市場地下停車場,臺北市松山區民權東路3段140巷15號地下,25.0624428,121.5407915,立體式小型車334格(含身心障礙停車位7格)。機車421格。,8712-5731,小型車計時30元，全日月票5750元(全日里民優惠月票4600元)，夜間月票3200元(19-8) 機車計時10元(當日當次最高收費上限20元，隔日另計)，月票300元 ；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,334,409,0,0,6,7,2,2
88,88,信義區,三張里地下停車場,臺北市信義區松平路81號地下,25.0305704,121.5669333,立體式小型車356格(含身心障礙停車位8格)。立體式機車220格(含身心障礙停車位4格)。,2723-3628,計時：小型車30元/時，全程以半小時計費。 機車10元/時，當日當次上限20元(隔日另計)。月租：小型車全日月票5000元，日間月票2600元(07-19)，夜間月票2600元(19-08) ，機車月票300元。,366,273,0,0,8,8,1,8
89,89,信義區,春光公園地下停車場,臺北市信義區忠孝東路5段666號地下,25.0417427,121.5437974,立體式小型車213格(含身心障礙停車位5格)。立體式機車68格(含身心障礙停車位3格)。,2944-1489,"計時：小型車30元/時、機車10元/時(當日當次最高收費上限20元，隔日另計)，全程以半小時計費。 月租：小型車全日6,000元/月、日間3,600元/月(07-19)、夜間3,600元/月(19-08)； 機車300元/月。 停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加10元(未充電者合計每小時加收20元)。",219,71,0,0,4,5,0,5
90,90,萬華區,萬板地下停車場,臺北市萬華區艋舺大道462號地下,25.0279587,121.4903587,立體式小型車180格(含身心障礙停車位4格)。,2303-2268,計時30元，全日月票5200元，日間月票3600元(7-19),180,0,0,0,4,4,0,0
91,91,萬華區,艋舺公園地下停車場,臺北市萬華區西園路1段145號地下,25.0347287,121.4987907,立體式小型車474格(含身心障礙停車位13格)。立體式機車274格(含身心障礙停車位6格)。,2799-5657,"計時：周一至周五30元/時(8-22)，周六至周日及政府行政機關放假之紀念日及民俗節日40元/時(8-22)，計時10元(22-8)；機車10元/時(當日當次最高收費上限20元，隔日另計)，全程半小時計算。月租：全日4,800元/月，日間(8-19)，日間時段性(10-22)，夜間(17-08)2,400元/月，機車全日月票300元/月。",531,274,0,0,10,13,0,10
92,92,中山區,濱江國中地下停車場,臺北市中山區樂群2路266巷1號地下,25.0795366,121.561715,為地下停車場，計有209個小型車格，135個機車格。,2502-3333,計時：小型車20元(8-18)；10元(18-8)，每晚最高收費30元， 機車10元/時，當日當次最高收費上限20元(跨越每日零時重新計算)全程以半小時計費。月租：小型車全日月票2500元，日間月票1500元(7-20)，夜間月票500元(18-8)，機車月票300元 。,215,138,15,0,3,6,0,5
93,93,大同區,建成公園地下停車場,臺北市大同區承德路2段31號地下,25.0540267,121.5184286,立體式小型車238格(含身心障礙停車位6格)。立體式機車172格(含身心障礙停車位4格)。,2555-9857,小型車10時至22時計時40元，22時至翌日10時計時30元，全日月票5760元；機車計次20元，機車月票300元。；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,227,172,0,0,5,6,3,2
94,94,士林區,捷運劍潭站轉乘停車場,臺北市士林區中山北路5段65號,25.0842438,121.5250016,為平面停車場，計有139個小型車停車位，150個機車格。,2550-5600#3218,"計時：小型車平日20元/時(06-24)，10元/時(00-06)；假日40元/時(16-24)，30元/時(00-16)。全程以半小時計費。月租：小型車全日3,000元/月，1,500元/月(平日07-21時)。機車：計次收費20元/次，隔日另計(凌晨2時為基準跨日另計費)月租：300元/月。",142,155,0,0,0,3,0,0
95,95,北投區,捷運北投站轉乘停車場,臺北市北投區光明路1號,25.131796,121.4985464,為平面停車場，計有85個小型車停車位。,2705-7716,"計時：小型車平日30元/時(06-24)、10元/時(00-06)；假日40元/時(11-22時)、假日30元/時(6-11時、22-24時)、10元/時(00-06時)車輛進場未滿10分鐘免費，全程以半小時計費。月租：小型車全日3,500元。機車計次20元/次(以凌晨2時為跨日基準)",87,562,0,0,0,2,0,0
